",""COD.IBGE7"",""REGIÃO"",""UF"",""PORTE"",""MUNICÍPIO"",""falha em educaçãoo"",""ANO_FALHA"",""tempofalha"",""serv_esta_med"",""serv_per_cap_med"",""Conselho edu criação"",""idad_Conselho edu"",""Falha_ant_Consel"",""soma contratos"",""NEP"",""Ideologia"",""Arrec_Prop"",""PIBpercapita"",""IDHM"",""tm"",""PERCENT_ganhador"",""TaxadeUrbanizaÁ„o"",""Sul"",""centro_Oeste"",""Sudeste"",""Nordeste"",""Norte"",""POP"",""LN_POP"",""RM"""
"865,""2210300"",""2 - Nord"",""22"",""2 - 5001 atÈ 10000"",""S„o Juli„o"",""0"",""2012"",""12"",""0.7839438141"","" 51.089426"",""1993"",""19"",""0"","" 3"",""1.000000"",""3.83"",""         NA"",""  3676.7500"",""0.739"",""0.36251973"",""1.000000"",""0.470000"",""0"",""0"",""0"",""1"",""0"",""   5479"","" 8.608678"",""0"""
"866,""2210359"",""2 - Nord"",""22"",""2 - 5001 atÈ 10000"",""S„o LourenÁo do PiauÌ"",""1"",""2010"",""10"",""0.0000000000"","" 71.854941"",""2009"","" 3"",""0"","" 4"",""1.635135"",""6.80"",""   6.837480"",""  2354.5100"",""0.687"",""0.56679005"",""0.611570"",""0.224000"",""0"",""0"",""0"",""1"",""0"",""   4370"","" 8.382518"",""0"""
"867,""2210375"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""S„o Luis do PiauÌ"",""0"",""2012"",""12"",""0.7259206269"","" 61.384447"",""2009"","" 3"",""0"","" 3"",""1.537008"",""8.02"",""  16.709880"",""  2628.5600"",""0.536"",""0.52532640"",""0.650615"",""0.277000"",""0"",""0"",""0"",""1"",""0"",""   2433"","" 7.796880"",""0"""
"868,""2210383"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""S„o Miguel da Baixa Grande"",""0"",""2012"",""12"",""0.4735921517"","" 41.393505"",""-"","" 0"",""1"","" 2"",""1.669829"",""6.26"",""  23.808808"",""  3029.4900"",""0.710"",""0.53249577"",""0.598864"",""0.647000"",""0"",""0"",""0"",""1"",""0"",""   1519"","" 7.325808"",""0"""
"869,""2210391"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""S„o Miguel do Fidalgo"",""0"",""2012"",""12"",""0.1300238923"","" 19.000328"",""1998"",""14"",""0"","" 2"",""1.878155"",""3.84"",""   9.815870"",""  3142.8700"",""0.591"",""0.50648144"",""0.532437"",""0.337000"",""0"",""0"",""0"",""1"",""0"",""   2902"","" 7.973155"",""0"""
"870,""2210409"",""2 - Nord"",""22"",""3 - 10001 atÈ 20000"",""S„o Miguel do Tapuio"",""0"",""2012"",""12"",""0.6756460505"","" 43.786548"",""2011"","" 1"",""0"",""10"",""1.749845"",""6.80"",""   9.564523"",""  2525.7000"",""0.623"",""0.47169535"",""0.600724"",""0.366000"",""0"",""0"",""0"",""1"",""0"",""  19071"","" 9.855924"",""0"""
"871,""2210508"",""2 - Nord"",""22"",""3 - 10001 atÈ 20000"",""S„o Pedro do PiauÌ"",""0"",""2012"",""12"",""0.8950653621"","" 21.539574"",""1999"",""13"",""0"","" 8"",""1.940028"",""3.83"",""  21.306534"",""  3240.2500"",""0.622"",""0.43262959"",""0.516216"",""0.592000"",""0"",""0"",""0"",""1"",""0"",""  12081"","" 9.399389"",""0"""
"872,""2210607"",""2 - Nord"",""22"",""4 - 20001 atÈ 50000"",""S„o Raimundo Nonato"",""0"",""2012"",""12"",""0.0000000000"",""156.012301"",""2004"","" 8"",""0"",""12"",""2.007786"",""3.83"",""  38.818508"",""  4022.9100"",""0.516"",""0.32100810"",""0.504687"",""0.638000"",""0"",""0"",""0"",""1"",""0"",""  25173"",""10.133527"",""0"""
"873,""2210623"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Sebasti„o Barros"",""0"",""2012"",""12"",""0.6635965586"","" 61.272522"",""2007"","" 5"",""0"","" 1"",""1.946772"",""3.83"",""   9.324642"",""  3175.1400"",""0.615"",""0.47263178"",""0.513671"",""0.221000"",""0"",""0"",""0"",""1"",""0"",""   3901"","" 8.268988"",""0"""
"874,""2210631"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Sebasti„o Leal"",""0"",""2012"",""12"",""0.5229103479"","" 25.636601"",""-"","" 0"",""1"","" 3"",""1.434620"",""6.80"",""  72.307583"","" 11443.7100"",""0.723"",""0.11749519"",""0.697049"",""0.425000"",""0"",""0"",""0"",""1"",""0"",""   3492"","" 8.158230"",""0"""
"875,""2210656"",""2 - Nord"",""22"",""2 - 5001 atÈ 10000"",""Sigefredo Pacheco"",""1"",""2006"","" 6"",""0.8105426389"","" 26.218384"",""2007"","" 0"",""1"",""NA"",""2.953557"",""3.65"",""  10.771303"",""  1837.1386"",""0.546"",""0.49115071"",""0.379575"",""0.318956"",""0"",""0"",""0"",""1"",""0"",""   7873"","" 8.971194"",""0"""
"876,""2210706"",""2 - Nord"",""22"",""3 - 10001 atÈ 20000"",""Simıes"",""1"",""2002"","" 2"",""0.8014718130"","" 40.247925"",""2009"","" 3"",""0"","" 1"",""1.263982"",""8.48"",""   6.417102"",""  1131.7538"",""0.545"",""0.34272178"",""0.791151"",""0.333000"",""0"",""0"",""0"",""1"",""0"",""  12112"","" 9.401952"",""0"""
"877,""2210805"",""2 - Nord"",""22"",""3 - 10001 atÈ 20000"",""SimplÌcio Mendes"",""0"",""2012"",""12"",""0.1149342109"","" 63.174360"",""-"","" 0"",""1"","" 3"",""1.789788"",""6.12"",""  39.674153"",""  3837.7100"",""0.631"",""0.34846735"",""0.558726"",""0.604000"",""0"",""0"",""0"",""1"",""0"",""  10366"","" 9.246286"",""0"""
"878,""2210904"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Socorro do PiauÌ"",""0"",""2012"",""12"",""0.7125964638"","" 43.363549"",""-"","" 0"",""1"","" 6"",""2.027125"",""6.80"",""   7.341527"",""  2514.0200"",""0.595"",""0.55880100"",""0.508554"",""0.377000"",""0"",""0"",""0"",""1"",""0"",""   4461"","" 8.403128"",""0"""
"879,""2210938"",""2 - Nord"",""22"",""2 - 5001 atÈ 10000"",""Sussuapara"",""0"",""2012"",""12"",""0.7423133527"","" 63.462679"",""2004"","" 8"",""0"","" 2"",""1.993260"",""6.12"",""   3.117287"",""  4049.7000"",""0.699"",""0.35583320"",""0.501691"",""0.255000"",""0"",""0"",""0"",""1"",""0"",""   4319"","" 8.370779"",""0"""
"880,""2210953"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Tamboril do PiauÌ"",""0"",""2012"",""12"",""0.5872171008"","" 62.634731"",""-"","" 0"",""1"","" 1"",""1.671255"",""6.80"",""  15.142804"",""  2982.5700"",""0.501"",""0.49495859"",""0.598353"",""0.520000"",""0"",""0"",""0"",""1"",""0"",""   2906"","" 7.974533"",""0"""
"881,""2210979"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Tanque do PiauÌ"",""0"",""2012"",""12"",""0.7474360625"","" 10.116951"",""2007"","" 5"",""0"","" 2"",""1.000000"",""6.69"",""  53.173138"",""  3134.9100"",""0.579"",""0.53236377"",""1.000000"",""0.465000"",""0"",""0"",""0"",""1"",""0"",""   2393"","" 7.780303"",""0"""
"882,""2211001"",""2 - Nord"",""22"",""7 - Maior que 500000"",""Teresina"",""0"",""2012"",""12"",""0.8136678094"",""105.564220"",""2001"",""11"",""0"",""26"",""1.450003"",""6.26"","" 226.780547"",""  9374.3200"",""0.751"",""0.14702311"",""0.703564"",""0.943000"",""0"",""0"",""0"",""1"",""0"","" 668264"",""13.412439"",""1"""
"883,""2211100"",""2 - Nord"",""22"",""4 - 20001 atÈ 50000"",""Uni„o"",""0"",""2012"",""12"",""0.7328483754"","" 62.525105"",""2006"","" 6"",""0"",""12"",""1.895110"",""3.83"",""  54.172851"",""  4707.7100"",""0.577"",""0.27753122"",""0.527674"",""0.479000"",""0"",""0"",""0"",""1"",""0"",""  37191"",""10.523822"",""1"""
"884,""2211209"",""2 - Nord"",""22"",""3 - 10001 atÈ 20000"",""UruÁuÌ"",""1"",""2007"","" 7"",""0.6911335164"","" 32.404479"",""2007"","" 0"",""1"","" 0"",""2.083147"",""6.18"",""         NA"",""  8372.8391"",""0.432"",""0.10199230"",""0.500375"",""0.694326"",""0"",""0"",""0"",""1"",""0"",""  15457"","" 9.645817"",""0"""
"885,""2211308"",""2 - Nord"",""22"",""4 - 20001 atÈ 50000"",""ValenÁa do PiauÌ"",""0"",""2012"",""12"",""0.7814530557"","" 92.287421"",""1996"",""16"",""0"","" 5"",""1.952591"",""3.55"",""  30.101381"",""  3998.9400"",""0.647"",""0.34855387"",""0.512140"",""0.706000"",""0"",""0"",""0"",""1"",""0"",""  18708"","" 9.836707"",""0"""
"886,""2211357"",""2 - Nord"",""22"",""2 - 5001 atÈ 10000"",""V·rzea Branca"",""0"",""2012"",""12"",""0.2371283495"","" 34.188699"",""2006"","" 6"",""0"",""11"",""1.920785"",""6.12"",""  19.813340"",""  2185.6400"",""0.553"",""0.59093963"",""0.520620"",""0.237000"",""0"",""0"",""0"",""1"",""0"",""   4524"","" 8.417152"",""0"""
"887,""2211407"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""V·rzea Grande"",""1"",""2012"",""12"",""0.1810224200"","" 56.627607"",""-"","" 0"",""1"","" 2"",""1.473500"",""3.55"",""  24.686055"",""  2774.1100"",""0.571"",""0.51824016"",""0.678656"",""0.583000"",""0"",""0"",""0"",""1"",""0"",""   4305"","" 8.367532"",""0"""
"888,""2211506"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Vera Mendes"",""0"",""2012"",""12"",""0.7723302212"","" 54.520277"",""2011"","" 1"",""0"","" 3"",""1.588408"",""7.88"",""  79.924931"",""  3221.5200"",""0.503"",""0.48133278"",""0.629561"",""0.323000"",""0"",""0"",""0"",""1"",""0"",""   2635"","" 7.876638"",""0"""
"889,""2211605"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Vila Nova do PiauÌ"",""0"",""2012"",""12"",""0.6005746085"","" 37.195785"",""2011"","" 1"",""0"","" 6"",""1.000000"",""3.55"",""  39.941778"",""  3581.3900"",""0.565"",""0.40461602"",""1.000000"",""0.225000"",""0"",""0"",""0"",""1"",""0"",""   2820"","" 7.944492"",""0"""
"890,""2211704"",""2 - Nord"",""22"",""1 - AtÈ 5000"",""Wall Ferraz"",""0"",""2012"",""12"",""0.1418366305"",""        NA"",""2005"","" 4"",""0"","" 6"",""1.652882"",""3.55"",""  14.540135"",""  2703.3900"",""0.544"",""0.53070908"",""0.605004"",""0.268000"",""0"",""0"",""0"",""1"",""0"",""   3866"","" 8.259976"",""0"""
"891,""2300101"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Abaiara"",""0"",""2012"",""12"",""0.0000000000"","" 60.013554"",""1997"",""15"",""0"","" 4"",""1.174849"",""6.26"",""  28.339098"",""  2696.5400"",""0.628"",""0.48861478"",""0.851173"",""0.995000"",""0"",""0"",""0"",""1"",""0"",""   7388"","" 8.907612"",""0"""
"892,""2300150"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Acarape"",""1"",""2009"","" 9"",""0.8471081893"","" 34.352800"",""1997"",""15"",""0"","" 6"",""1.897551"",""6.12"",""  23.346851"",""  3279.7300"",""0.606"",""0.40986194"",""0.526995"",""0.996000"",""0"",""0"",""0"",""1"",""0"",""  11117"","" 9.316231"",""0"""
"893,""2300200"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Acara˙"",""0"",""2012"",""12"",""0.7483585631"","" 32.503221"",""-"","" 0"",""1"","" 7"",""1.890293"",""3.83"",""  36.268074"",""  4014.6400"",""0.601"",""0.33701739"",""0.531890"",""1.000000"",""0"",""0"",""0"",""1"",""0"",""  45302"",""10.721106"",""0"""
"894,""2300309"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Acopiara"",""0"",""2012"",""12"",""0.7062584999"","" 29.400874"",""-"","" 0"",""1"",""13"",""1.858318"",""6.80"",""  34.441156"",""  3088.6800"",""0.595"",""0.38762089"",""0.538121"",""0.973000"",""0"",""0"",""0"",""1"",""0"",""  47084"",""10.759689"",""0"""
"895,""2300408"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Aiuaba"",""0"",""2012"",""12"",""0.1576886051"","" 66.106060"",""-"","" 0"",""1"","" 4"",""1.176028"",""6.26"",""  13.504093"",""  2968.5200"",""0.569"",""0.43791984"",""0.850320"",""0.997000"",""0"",""0"",""0"",""1"",""0"",""  13958"","" 9.543808"",""0"""
"896,""2300507"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Alc‚ntaras"",""0"",""2012"",""12"",""0.2039104178"","" 69.152145"",""1997"","" 5"",""0"","" 3"",""1.889367"",""6.74"",""  10.772866"",""  2707.8000"",""0.600"",""0.52899748"",""0.529278"",""0.993000"",""0"",""0"",""0"",""1"",""0"",""   9296"","" 9.137339"",""0"""
"897,""2300606"",""2 - Nord"",""23"",""2 - 5001 atÈ 10000"",""Altaneira"",""0"",""2012"",""12"",""0.5997058113"","" 61.381249"",""1997"",""15"",""0"","" 4"",""1.993207"",""6.26"",""  31.441376"",""  2913.9200"",""0.602"",""0.50926315"",""0.501704"",""0.923000"",""0"",""0"",""0"",""1"",""0"",""   5615"","" 8.633197"",""0"""
"898,""2300705"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Alto Santo"",""0"",""2012"",""12"",""0.7141087043"","" 36.460374"",""2006"","" 6"",""0"","" 7"",""1.599114"",""6.12"",""  64.034072"",""  3191.4200"",""0.601"",""0.34512739"",""0.625346"",""1.000000"",""0"",""0"",""0"",""1"",""0"",""  13325"","" 9.497397"",""0"""
"899,""2300754"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Amontada"",""0"",""2012"",""12"",""0.7984950337"","" 48.667010"",""2012"","" 0"",""0"","" 8"",""1.770923"",""3.83"",""  81.870810"",""  4411.8100"",""0.606"",""0.33620044"",""0.565391"",""0.973000"",""0"",""0"",""0"",""1"",""0"",""  29098"",""10.278425"",""0"""
"900,""2300804"",""2 - Nord"",""23"",""2 - 5001 atÈ 10000"",""Antonina do Norte"",""0"",""2012"",""12"",""0.8821805147"","" 69.750540"",""2006"","" 6"",""0"","" 5"",""2.036985"",""3.55"",""  43.007188"",""  3419.6000"",""0.599"",""0.45091820"",""0.511267"",""0.991000"",""0"",""0"",""0"",""1"",""0"",""   5973"","" 8.695005"",""0"""
"901,""2300903"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""ApuiarÈs"",""0"",""2012"",""12"",""0.6889468201"","" 42.868706"",""2009"","" 3"",""0"","" 7"",""2.014763"",""6.74"",""   5.114657"",""  2951.0800"",""0.618"",""0.49444895"",""0.507288"",""0.967000"",""0"",""0"",""0"",""1"",""0"",""  11540"","" 9.353575"",""0"""
"902,""2301000"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Aquiraz"",""0"",""2012"",""12"",""0.4864191578"","" 32.913580"",""2000"",""12"",""0"",""15"",""1.661340"",""6.12"","" 224.373107"",""  7052.8300"",""0.641"",""0.21790977"",""0.601924"",""0.955000"",""0"",""0"",""0"",""1"",""0"",""  53799"",""10.893010"",""1"""
"903,""2301109"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Aracati"",""0"",""2012"",""12"",""0.6053380646"","" 29.760620"",""1999"",""13"",""0"","" 3"",""2.043804"",""7.88"","" 185.629403"",""  6401.4500"",""0.655"",""0.22467324"",""0.507181"",""0.992000"",""0"",""0"",""0"",""1"",""0"",""  58631"",""10.979019"",""0"""
"904,""2301208"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Aracoiaba"",""0"",""2012"",""12"",""0.7362915664"","" 44.442221"",""2000"",""12"",""0"","" 9"",""1.867036"",""6.26"",""  47.833071"",""  3456.3300"",""0.615"",""0.44851051"",""0.579174"",""0.992000"",""0"",""0"",""0"",""1"",""0"",""  24165"",""10.092661"",""0"""
"905,""2301257"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Ararend·"",""0"",""2012"",""12"",""0.7688021205"","" 52.183390"",""2005"","" 7"",""0"","" 7"",""1.851947"",""3.55"",""  28.683279"",""  3119.7100"",""0.590"",""0.47676950"",""0.539972"",""0.942000"",""0"",""0"",""0"",""1"",""0"",""  10563"","" 9.265113"",""0"""
"906,""2301307"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Araripe"",""0"",""2012"",""12"",""0.7818916429"","" 41.820842"",""1997"",""15"",""0"",""15"",""1.726618"",""6.26"",""  20.431811"",""  3718.2800"",""0.564"",""0.39746390"",""0.583469"",""0.994000"",""0"",""0"",""0"",""1"",""0"",""  17666"","" 9.779397"",""0"""
"907,""2301406"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Aratuba"",""0"",""2012"",""12"",""0.7529323907"","" 71.975367"",""2011"","" 1"",""0"","" 6"",""1.813829"",""6.69"",""  26.716206"",""  4384.4000"",""0.622"",""0.38030871"",""0.551320"",""0.996000"",""0"",""0"",""0"",""1"",""0"",""  11843"","" 9.379492"",""0"""
"908,""2301505"",""2 - Nord"",""23"",""2 - 5001 atÈ 10000"",""Arneiroz"",""0"",""2012"",""12"",""0.4835487650"","" 74.801430"",""-"","" 0"",""1"","" 3"",""1.870748"",""6.12"",""  33.093381"",""  4028.9500"",""0.618"",""0.36625401"",""0.534545"",""0.978000"",""0"",""0"",""0"",""1"",""0"",""   7032"","" 8.858226"",""0"""
"909,""2301604"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""AssarÈ"",""0"",""2012"",""12"",""0.7590984365"","" 36.495458"",""1997"",""15"",""0"","" 3"",""2.126971"",""6.26"",""  38.135025"",""  3068.6800"",""0.600"",""0.41659025"",""0.493586"",""0.969000"",""0"",""0"",""0"",""1"",""0"",""  18834"","" 9.843419"",""0"""
"910,""2301703"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Aurora"",""0"",""2012"",""12"",""0.1793112559"","" 52.138750"",""1997"",""15"",""0"",""13"",""1.892439"",""6.26"",""  11.697935"",""  3245.0800"",""0.605"",""0.40250569"",""0.528419"",""0.976000"",""0"",""0"",""0"",""1"",""0"",""  24630"",""10.111720"",""0"""
"911,""2301802"",""2 - Nord"",""23"",""2 - 5001 atÈ 10000"",""Baixio"",""0"",""2012"",""12"",""0.5482215989"","" 72.867610"",""2010"","" 2"",""0"","" 2"",""2.585721"",""6.12"",""   2.551973"",""  3550.2600"",""0.627"",""0.39521589"",""0.419507"",""0.998000"",""0"",""0"",""0"",""1"",""0"",""   6219"","" 8.735364"",""0"""
"912,""2301851"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Banabui˙"",""0"",""2012"",""12"",""0.3258373797"","" 45.048117"",""-"","" 0"",""1"","" 8"",""2.425860"",""6.26"",""  38.261328"",""  4576.7600"",""0.606"",""0.33596442"",""0.437404"",""0.994000"",""0"",""0"",""0"",""1"",""0"",""  15326"","" 9.637306"",""0"""
"913,""2301901"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Barbalha"",""0"",""2012"",""12"",""0.0000000000"","" 48.818324"",""1997"",""15"",""0"",""11"",""1.880385"",""3.83"",""  50.880799"",""  5527.7100"",""0.683"",""0.25624656"",""0.535809"",""0.800000"",""0"",""0"",""0"",""1"",""0"",""  44552"",""10.704412"",""0"""
"914,""2301950"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Barreira"",""0"",""2012"",""12"",""0.7391276414"","" 41.052453"",""1997"",""15"",""0"","" 5"",""3.075711"",""6.12"",""   9.694975"",""  3654.0500"",""0.616"",""0.39064535"",""0.368003"",""0.710000"",""0"",""0"",""0"",""1"",""0"",""  17424"","" 9.765604"",""0"""
"915,""2302008"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Barro"",""0"",""2012"",""12"",""0.8269935288"","" 35.680060"",""2007"","" 5"",""0"","" 3"",""1.641194"",""8.02"",""  30.337169"",""  3424.3700"",""0.599"",""0.38903202"",""0.609312"",""0.857000"",""0"",""0"",""0"",""1"",""0"",""  19600"","" 9.883285"",""0"""
"916,""2302057"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Barroquinha"",""0"",""2012"",""12"",""0.8933676721"","" 55.719081"",""-"","" 0"",""1"","" 5"",""1.000000"",""6.80"",""   6.018077"",""  3396.4300"",""0.571"",""0.44911180"",""1.000000"",""0.978000"",""0"",""0"",""0"",""1"",""0"",""  13053"","" 9.476773"",""0"""
"917,""2302107"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""BaturitÈ"",""0"",""2012"",""12"",""0.0000000000"","" 33.066721"",""1997"",""15"",""0"",""14"",""1.216443"",""6.26"",""  20.799307"",""  3614.9300"",""0.619"",""0.36276963"",""0.833184"",""0.980000"",""0"",""0"",""0"",""1"",""0"",""  29894"",""10.305413"",""0"""
"918,""2302206"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Beberibe"",""1"",""2005"","" 5"",""0.4564486315"","" 34.965115"",""2008"","" 0"",""1"","" 5"",""2.089240"",""2.27"",""  38.184015"",""  3139.1937"",""0.455"",""0.29768533"",""0.510555"",""1.000000"",""0"",""0"",""0"",""1"",""0"",""  38364"",""10.554875"",""0"""
"919,""2302305"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Bela Cruz"",""0"",""2012"",""12"",""0.8126190616"","" 37.384528"",""-"","" 0"",""1"","" 9"",""2.167397"",""6.26"",""  14.259809"",""  3197.0100"",""0.623"",""0.42396417"",""0.490673"",""0.761000"",""0"",""0"",""0"",""1"",""0"",""  28220"",""10.247786"",""0"""
"920,""2302404"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Boa Viagem"",""1"",""2009"","" 9"",""0.7067397359"","" 37.567876"",""2006"","" 6"",""0"","" 7"",""2.328978"",""6.26"",""  87.491214"",""  3550.9000"",""0.598"",""0.38673146"",""0.457811"",""1.000000"",""0"",""0"",""0"",""1"",""0"",""  47709"",""10.772875"",""0"""
"921,""2302503"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Brejo Santo"",""1"",""2008"","" 8"",""0.0000000000"","" 38.343423"",""N„o soube informar"",""NA"",""1"","" 2"",""1.964261"",""3.65"",""  20.352443"",""  2954.5145"",""0.503"",""0.28427602"",""0.617817"",""0.931956"",""0"",""0"",""0"",""1"",""0"",""  35043"",""10.464331"",""0"""
"922,""2302602"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Camocim"",""1"",""2003"","" 3"",""0.5446371914"","" 44.472485"",""-"","" 0"",""1"","" 3"",""1.733315"",""3.04"",""  12.917136"",""  2126.7837"",""0.462"",""0.26346741"",""0.586629"",""0.734000"",""0"",""0"",""0"",""1"",""0"",""  51836"",""10.855840"",""0"""
"923,""2302701"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""Campos Sales"",""0"",""2012"",""12"",""0.5752243997"","" 46.163174"",""1997"","" 4"",""0"",""11"",""1.826491"",""6.26"",""  42.264944"",""  3352.8500"",""0.654"",""0.39575481"",""0.547498"",""1.000000"",""0"",""0"",""0"",""1"",""0"",""  24070"",""10.088722"",""0"""
"924,""2302800"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""CanindÈ"",""1"",""2008"","" 8"",""0.6990690099"","" 41.212119"",""2002"","" 6"",""0"","" 5"",""3.206039"",""7.87"",""  27.291880"",""  2730.5068"",""0.381"",""0.29334785"",""0.520974"",""0.992191"",""0"",""0"",""0"",""1"",""0"",""  66705"",""11.108035"",""0"""
"925,""2302909"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Capistrano"",""0"",""2012"",""12"",""0.7237361204"","" 46.537571"",""2008"","" 4"",""0"","" 6"",""1.863606"",""4.02"",""  63.531434"",""  2992.0800"",""0.746"",""0.48288543"",""0.536594"",""0.969000"",""0"",""0"",""0"",""1"",""0"",""  15487"","" 9.647756"",""0"""
"926,""2303006"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Caridade"",""1"",""2002"","" 2"",""0.8224971514"","" 48.142608"",""1997"","" 9"",""0"","" 1"",""1.397080"",""6.21"",""  12.443616"",""  1945.2424"",""0.349"",""0.21514847"",""0.715779"",""0.537000"",""0"",""0"",""0"",""1"",""0"",""  14181"","" 9.559658"",""0"""
"927,""2303105"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""CarirÈ"",""0"",""2012"",""12"",""0.1594004904"","" 43.898858"",""2000"",""12"",""0"","" 7"",""1.847879"",""6.12"",""  87.047594"",""  3180.7100"",""0.662"",""0.41624392"",""0.542731"",""0.975000"",""0"",""0"",""0"",""1"",""0"",""  18303"","" 9.814820"",""0"""
"928,""2303204"",""2 - Nord"",""23"",""4 - 20001 atÈ 50000"",""CaririaÁu"",""0"",""2012"",""12"",""0.7152129461"","" 48.447090"",""2000"",""12"",""0"",""11"",""1.764809"",""3.55"",""  16.703679"",""  2877.2900"",""0.597"",""0.45852677"",""0.566634"",""0.897000"",""0"",""0"",""0"",""1"",""0"",""  24218"",""10.094851"",""0"""
"929,""2303303"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Cari˙s"",""0"",""2012"",""12"",""0.0000000000"","" 49.800034"",""1997"",""15"",""0"","" 4"",""1.794860"",""6.69"",""  44.509246"",""  2710.7700"",""0.665"",""0.49741039"",""0.557146"",""0.967000"",""0"",""0"",""0"",""1"",""0"",""  17276"","" 9.757074"",""0"""
"930,""2303402"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Carnaubal"",""0"",""2012"",""12"",""0.0000000000"","" 40.874562"",""2009"","" 3"",""0"",""12"",""1.681919"",""3.84"",""  18.583831"",""  3304.8100"",""0.573"",""0.41115812"",""0.594559"",""1.000000"",""0"",""0"",""0"",""1"",""0"",""  15002"","" 9.615939"",""0"""
"931,""2303501"",""2 - Nord"",""23"",""5 - 50001 atÈ 100000"",""Cascavel"",""1"",""2007"","" 7"",""0.6870695655"","" 29.646744"",""2000"","" 7"",""0"","" 3"",""2.095403"",""6.29"",""  19.592557"",""  5616.9848"",""0.692"",""0.14864319"",""0.750651"",""0.894808"",""0"",""0"",""0"",""1"",""0"",""  50696"",""10.833602"",""0"""
"932,""2303600"",""2 - Nord"",""23"",""3 - 10001 atÈ 20000"",""Catarina"",""0"",""2012"",""12"",""0.6648202723"","" 32.323948"",""-"","" 0"",""1"","" 2"",""1.773295"",""6.12"",""  19.724572"",""  2516.3600"",""0.684"",""0.52093502"",""0.563922"",""0.996000"",""0"",""0"",""0"",""1"",""0"",""  12685"","" 9.448175"",""0"""
